Id,SalePrice
673,147795.80171557158
2427,186233.16152394723
2036,193001.92479846458
2564,152635.53445157618
642,206471.13977967692
1008,188717.81093048368
1908,180276.3785493653
2519,197028.60910048606
1369,82570.9951913817
2855,164908.3824860874
712,76249.19203682494
1943,105577.71561648109
1958,143341.3046081047
107,189234.29934348929
2295,189451.3706179837
704,98912.69430901147
676,134421.5828186749
259,184776.12758684633
93,284416.8342486581
106,240370.74229414132
2315,179991.6984207318
1050,111101.07863246174
1095,203571.53866530312
2709,148129.95478779156
758,144514.20751948122
1496,156470.06644590406
2370,118366.61211189529
2458,270635.6138564595
2733,148141.08164158068
161,289016.44884956063
726,153301.1422192566
845,215344.61683115005
947,263349.681889248
2232,95553.85275984304
2563,136883.77396488964
2299,161239.96806223821
211,102157.11023284789
605,190493.03877003462
1478,213042.27011602672
2247,254870.24906348798
2274,199415.6605115471
2869,213789.06719984527
967,224745.82689821225
2656,97913.10391786009
667,243743.45887116005
1042,111119.22138781034
2023,175593.54522799974
2447,399914.28200484166
2055,110301.4436900544
2275,277903.224959702
2204,185530.55901170868
1563,247558.69585386795
483,219214.979678024
796,141997.52790466833
1526,152750.12168137176
2042,153918.29922428526
442,366793.2024852934
1693,328652.29337183945
1468,221828.73047894158
1430,175082.23890611573
2605,200432.97736433096
1529,196517.1828121078
335,136239.3798844207
1287,115380.36432059831
31,112696.35825181438
1785,296667.5652896512
82,165156.07830076624
2620,147002.95855171385
252,188140.44891047242
721,64893.09440041354
2165,192499.72002436093
2316,165437.36822323885
775,123186.80930809097
1558,90390.2443362719
17,192623.67850621842
1022,251565.3666059586
925,132596.73228918132
438,284230.4925110674
1270,143333.48589965975
1272,117320.60777861891
215,149543.19678077893
266,234425.44189896647
2402,297339.0672013613
1250,132805.87618276323
1984,124923.63362532793
1279,145675.14981750495
377,259584.25249529025
1252,128473.66751473627
2156,277037.9069318419
499,290632.0756376796
1374,131064.60062818676
2898,232426.80170590756
401,110434.209296941
2721,176223.9897555437
2078,247701.0496625423
2589,125872.24806521871
1946,215564.4300022746
1334,106567.54189396591
2781,240647.07862814603
431,415054.21111163707
576,222284.31428892823
1474,214801.3056590754
2254,126698.00416692803
2155,284572.9063397391
885,94176.7545776094
643,128455.94649211998
1944,125541.35751695714
480,211787.76476785072
2845,115566.37040142102
2387,303468.81895192724
2407,214659.14239279955
2527,177115.1547743094
2514,162563.7314110904
629,175156.77317259053
80,209185.3459004322
1876,144745.20838919794
1546,97866.52151981999
2518,170123.36016823782
2347,160410.372718513
783,182379.7922930002
1322,100261.64015249482
194,76792.47942627865
1770,297538.9209998003
2143,139307.78696760227
1229,212622.33527234045
511,276865.8358858861
46,215543.34183795517
1348,161410.71702326118
2465,195562.39275201337
387,240229.16806680796
873,217767.9410394305
1918,109911.94706285027
2764,246746.1794466707
2184,107751.36410393794
934,150075.65564445744
1920,122972.545653964
2631,154506.17636347294
1768,253607.90405317003
2040,114634.04216606985
1749,229649.12664635378
834,228269.6142581694
1457,256521.55871577768
79,109097.53097841525
2302,103742.58302830966
1817,132785.0949404207
2755,241661.7026088624
359,177376.04452058632
2059,112487.43595643272
2092,254987.60048031906
2516,239470.6588069665
150,107729.888757295
1656,160056.53525571225
83,106655.00848758705
2411,189942.56633030804
795,65190.58550689755
2312,249365.78128400963
2917,80337.8510801066
1624,194498.45635576374
2215,255191.06263859355
1211,148622.20299763497
1485,151173.9361631595
1024,192993.22578893736
570,199327.85413406705
2874,131743.09849393266
700,173470.51853123226
2756,217324.54473103018
2022,172347.14985919077
583,211806.6460709594
2392,371010.7375092709
2424,197301.86898716394
212,125534.84704927314
736,117484.31595140818
1610,178243.36823126854
890,133051.01937940222
467,184460.94074137323
578,237314.09009773677
1747,177312.3140523359
1149,172298.84977324744
2758,228581.04797859705
857,112410.4150004766
2219,273155.76555639616
733,110629.61377742032
2909,118836.36646781684
1798,267948.9018562895
235,154774.9922114491
2366,139688.21827382754
1027,131023.42508875784
1195,119537.35154259321
1303,40475.69419581536
148,187306.7529920425
608,161296.09803743206
2515,196218.30595840534
821,302713.53761781164
2500,282240.39705552626
745,98304.4000765583
741,136174.40795741504
1611,136225.77398266573
2532,121001.89145282365
1081,228766.1743146206
1692,422247.5034932606
2520,208556.1330575874
276,93989.14750969302
1992,123364.11021832601
663,55889.00085160424
418,119942.23838235595
1733,188273.11331131792
2359,138614.75659933977
253,197935.52502324618
1518,181614.64959127546
2035,154488.77156133752
2919,74142.41248789178
1540,219755.88608324467
2120,141643.8522725046
1674,183062.7179444877
256,132276.88197385214
2361,98996.74341130191
978,72141.80775316928
2280,133451.20238389136
2095,244709.37504121673
1709,314305.5279582265
2801,230221.8924730911
1246,110964.29791683938
2373,106939.82106541723
1055,268502.2588413736
2017,120276.93683850023
1099,274356.019965005
1344,49792.76363408074
835,183730.45282792038
1117,236680.09648991836
2043,78925.69445351942
2085,124902.0633626732
410,165126.82582644498
2650,105279.39852222544
2867,166913.67322102687
1668,111022.9200390763
1161,181286.5546660682
2122,172023.34257161221
2539,140976.60649743307
1047,139573.60386606056
1445,118611.55270534218
541,124539.99527875156
569,231171.40949115355
1276,131962.31652737537
918,136658.75052217516
326,171047.96556218452
1936,116456.4395387176
895,101409.38993449857
257,128851.17446282026
1241,182022.57295991425
1545,96193.15391881445
1189,174279.2531072751
270,136844.75747014044
2066,224611.00459845475
693,104430.92940054413
1259,159388.0350681712
2916,155337.01276672512
2321,283958.981549124
1977,96427.12978618502
1895,161155.5751781161
1240,156767.1765657332
85,144518.5617167194
1823,126459.52120697348
825,281983.4453116549
110,220176.89777410286
697,113026.92144704943
2297,90221.6886928034
1231,136722.1087032781
1355,135034.19818077484
968,377203.16901543795
584,220824.52397683114
1315,105951.12209816082
1606,131489.55752326164
206,97255.90977369259
1685,366259.45351898146
2016,129314.76426539288
869,219961.88210336468
2135,116811.52939031391
2346,178594.9539543655
2430,229003.02987026377
2198,95807.85520425756
2652,108649.6161793947
27,116181.77559635445
241,164748.87793120102
906,126902.44080302173
1506,110137.58759103047
2098,336233.9736469835
1435,208704.7364283574
2213,111411.28350717682
1274,139474.63969136146
743,73283.48149820618
1737,198336.71694529156
2797,280391.7332241493
2185,65175.58341438191
58,157015.00318245986
830,199386.72674213906
808,109755.90952630843
680,162133.08051548063
1153,107769.62736203126
1291,142776.49772108175
1818,151762.9618335839
2161,193726.0174015776
1883,128694.82266393455
350,316183.19747375173
2473,137329.10252789196
295,193596.5789154445
293,211311.16666305647
859,112610.41455552116
288,90093.16813422625
1578,143612.41915926136
102,168214.58625558912
2831,170125.0458595065
1030,175808.54802804344
2551,135944.84165057138
1286,142424.90935355576
958,326565.30804436305
776,116655.07569836245
72,205558.91706061893
2263,259434.75462229707
1866,135905.96493471097
2876,65468.41399353981
2146,278318.698290468
103,179193.42245885773
1500,121761.92842000478
492,177803.12291678297
167,138371.37771137012
2597,112668.47615074129
2685,113404.78890964868
1035,135658.74535276156
1220,53153.39988492029
2602,159724.6917250354
2159,228134.12017084463
695,150469.65766563744
1109,260258.30663789736
640,193581.0519546591
1652,155185.91565456387
2090,189400.98012118583
1188,194429.21089446486
2345,229390.9391205256
1059,389072.6127820916
2751,238039.92695425358
128,211140.94685286653
1523,180697.67534513387
2925,150598.13501863176
2145,291683.545074486
1121,217685.60979608924
566,296008.49225370405
565,223987.09673136246
1331,158213.6060924055
2928,104457.51768278882
156,132696.6136748129
797,155361.63860536608
327,91611.12372074918
2859,152856.72393716194
1453,101521.89681280448
1762,332868.9998075034
1868,196794.468805927
1760,173794.65053732326
1113,259414.8920856223
1812,193346.42018931077
117,154735.76720025679
1142,211418.64214347376
2342,372838.34408995474
927,138098.7660802457
2478,183696.46087910718
655,91305.16450034863
2064,117951.46843759563
369,229427.16016256582
2239,118983.9830477683
2732,204108.30515686338
1653,169737.48532060732
959,202905.3624125056
2395,331678.2544182935
1412,98154.81733773861
271,258171.42697328702
1484,149257.2318551514
1497,141332.91229281374
552,148672.1404494558
2,114159.85730220134
1855,296224.9841597022
4,279964.70162906515
2292,153086.6960877985
134,157324.9566545054
646,130098.3263561812
42,341949.74588376563
532,213154.8902034532
713,93553.8422804348
2561,134878.48667744856
2360,128723.75139489159
1333,109471.98880296409
1407,193602.32108248214
2892,280308.5651751652
574,241834.5767967772
1227,181932.1439531994
2591,217946.5820782786
1476,211803.0648859527
1125,286095.0229424755
1446,127238.97964469827
408,112585.91157588175
1101,288223.0252051063
2251,194494.56211363332
373,188227.39612333142
2554,126137.22553001039
2382,274391.41967793275
1985,85690.53469560207
519,214571.18425472846
1093,195185.4510501892
864,272784.59616505285
2889,139318.32191702657
2308,213583.76079730535
986,142658.7245884047
1302,147783.40000869276
585,150000.32078634624
2708,127741.35143300399
147,137231.3330141008
1441,223326.31110332775
383,178430.56648435292
285,164962.92884652392
181,113615.19431625721
358,174183.22658081926
780,186525.3606869954
258,182527.66817709323
1865,223005.342195713
692,109901.40103382384
2902,300557.8370564848
508,269540.046205589
2638,145635.2447541815
36,158614.35731441827
611,172165.4416620222
2281,126494.10443996589
1678,145932.7562881849
1696,433431.0123231029
1557,60929.140764850454
2180,147597.64491084235
1726,238387.67412085473
951,128643.62219008133
267,245400.63255388456
2706,140211.689537402
2221,207867.1887469591
1357,156919.97514386868
2901,290396.70651809836
347,167453.645327537
2164,190831.32135160413
1586,297407.24524063064
360,168536.2468283699
1769,210057.56783782906
2617,151161.9837542708
1879,170408.38820620536
991,205176.43964015
1535,128075.85513935957
1191,165051.81657736952
1579,211496.00155192855
1882,121433.58195080586
1510,138143.81389739443
2196,182706.80644574438
1845,192521.7354883692
2336,380696.99486578593
942,96522.81851091748
861,113126.53226420346
2555,115113.854414465
1392,160642.31298994785
2099,278858.34983580874
1543,118907.96963091058
948,268329.17046675424
1239,158571.52512884917
22,181541.0704444363
2796,244669.49636917812
2747,182726.9432623444
92,300281.4906625369
210,176855.0970121929
1858,225066.48599763654
2228,134832.68499068392
447,226034.82300524844
827,241984.7730710823
1649,233363.32182439943
682,132421.979267309
2698,105840.52707362873
494,153047.53565003682
214,107907.89538868098
2441,241902.36246178963
2679,101979.45738575446
1336,105455.14651575615
465,200584.254306882
1524,142126.44523927383
2543,118101.30177556917
631,134138.9350264389
2452,313432.7635223899
228,164750.80993658263
126,155751.78565051404
1092,217079.10763804283
1122,205359.91759913228
932,209606.34117970493
1980,83568.2369536401
2171,119946.85219723696
551,152587.47750326208
2768,165551.18884836347
2056,114204.111460923
1159,360081.65128974104
2645,138146.0567155854
1174,184948.4214213531
2266,221944.1773504154
2462,365596.04895457963
1219,134073.8856866271
2922,184803.79686387905
118,148895.12910802718
474,195801.0775350654
2576,158074.72804013986
872,277543.0665019576
1077,237197.25932705996
1536,147412.43499984872
1150,129047.20083606723
2341,281860.7501105848
1931,137789.16098001786
2785,120447.00438457227
2538,120911.11387895819
597,208363.3607440407
464,202455.28173416803
233,228073.5404086603
2169,129758.5197489142
2123,157378.54424642358
1867,169151.90064715486
137,245187.7069501524
515,210960.04438545578
933,114167.70034945784
2784,154069.41425103662
972,152760.80183826937
599,161194.96566709742
2614,132430.49338915493
2582,138595.99285493023
1409,180947.74216321882
175,97820.8310799431
352,184681.14026084248
976,74715.16132124931
2134,207110.11555020438
984,91561.08778252934
2396,338458.083032846
1673,122059.8351917608
404,129826.1840632142
607,177661.67679605508
814,177585.3252629603
868,208202.66590485285
2271,203761.08144326395
1633,246816.8606128021
337,197798.12436638697
2765,181583.8547023785
1746,232227.034222432
368,316219.36646597664
2806,204497.94613610153
1662,179024.66524519565
1234,225167.27474171756
1373,133788.2123165048
1672,108579.4850992698
1939,121760.49189205354
